"Date","Open.x","High.x","Low.x","Close.x","Adj.Close.x","Volume.x","release_dates","weeks_after","Open.y","High.y","Low.y","Close.y","Adj.Close.y","Volume.y","Open","High","Low","Close","Adj.Close","Volume","avg_price_week_prior","avg_price_week_after","percent_change"
"2012-08-15",1403.890015,1407.72998,1401.829956,1405.530029,1405.530029,2655750000,"2012-08-22","2012-08-29",1409.319946,1413.949951,1406.569946,1410.48999,1410.48999,2571220000,1413.089966,1416.119995,1406.780029,1413.48999,1413.48999,3062690000,1408.4899905,1411.204956,1.00192757173875
"2012-09-27",1433.359985,1450.199951,1433.359985,1447.150024,1447.150024,3150330000,"2012-10-04","2012-10-11",1432.819946,1443.900024,1432.819946,1432.839966,1432.839966,3672540000,1451.079956,1463.140015,1451.079956,1461.400024,1461.400024,3615860000,1442.2199705,1441.949951,0.999812775092896
"2012-11-07",1428.27002,1428.27002,1388.140015,1394.530029,1394.530029,4356490000,"2012-11-14","2012-11-21",1387.790039,1391.25,1386.390015,1391.030029,1391.030029,2667090000,1374.640015,1380.130005,1352.5,1355.48999,1355.48999,4109510000,1401.4550175,1381.215027,0.985557873604745
"2012-12-27",1419.829956,1422.800049,1401.800049,1418.099976,1418.099976,2830180000,"2013-01-03","2013-01-10",1461.02002,1472.300049,1461.02002,1472.119995,1472.119995,4081840000,1462.420044,1465.469971,1455.530029,1459.369995,1459.369995,3829730000,1441.125,1461.720032,1.01429094075809
"2013-02-13",1519.430054,1524.689941,1515.930054,1520.329956,1520.329956,3385880000,"2013-02-20","2013-02-27",1496.939941,1520.079956,1494.880005,1515.98999,1515.98999,3551850000,1530.939941,1530.939941,1511.410034,1511.949951,1511.949951,4240570000,1525.1849975,1513.939941,0.9926270868659
"2013-04-03",1570.25,1571.469971,1549.800049,1553.689941,1553.689941,4060610000,"2013-04-10","2013-04-17",1574.569946,1574.569946,1543.689941,1552.01001,1552.01001,4250310000,1568.609985,1589.069946,1568.609985,1587.72998,1587.72998,3453350000,1569.4299925,1571.5899655,1.00137627865551
"2013-05-15",1649.130005,1661.48999,1646.680054,1658.780029,1658.780029,3657440000,"2013-05-22","2013-05-29",1656.569946,1656.569946,1640.050049,1648.359985,1648.359985,3587140000,1669.390015,1687.180054,1648.859985,1655.349976,1655.349976,4361020000,1659.26001,1662.9799805,1.00224194549232
"2013-07-03",1611.47998,1618.969971,1604.569946,1615.410034,1615.410034,1966050000,"2013-07-10","2013-07-17",1677.910034,1684.75,1677.910034,1680.910034,1680.910034,3153440000,1651.560059,1657.920044,1647.660034,1652.619995,1652.619995,3011010000,1631.5200195,1664.7350465,1.02035833247708
"2013-08-14",1693.880005,1695.52002,1684.829956,1685.390015,1685.390015,2871430000,"2013-08-21","2013-08-28",1630.25,1641.180054,1627.469971,1634.959961,1634.959961,2784010000,1650.660034,1656.98999,1639.430054,1642.800049,1642.800049,2932180000,1672.2700195,1640.455017,0.980974960904034
"2013-10-02",1691.900024,1693.869995,1680.339966,1693.869995,1693.869995,3148600000,"2013-10-09","2013-10-16",1700.48999,1721.76001,1700.48999,1721.540039,1721.540039,3486180000,1656.98999,1662.469971,1646.469971,1656.400024,1656.400024,3577840000,1674.445007,1678.73999,1.00256501884627
"2013-11-13",1764.369995,1782,1760.640015,1782,1782,3327480000,"2013-11-20","2013-11-27",1803.47998,1808.27002,1802.77002,1807.22998,1807.22998,2613590000,1789.589966,1795.72998,1777.22998,1781.369995,1781.369995,3109140000,1776.9799805,1796.534973,1.01100462172596
"2014-02-12",1820.119995,1826.550049,1815.969971,1819.26001,1819.26001,3326380000,"2014-02-19","2014-02-26",1845.790039,1852.650024,1840.660034,1845.160034,1845.160034,3716730000,1838.900024,1847.5,1826.98999,1828.75,1828.75,3661570000,1829.5100095,1842.3450315,1.00701555166867
"2014-04-02",1886.609985,1893.170044,1883.790039,1890.900024,1890.900024,3131660000,"2014-04-09","2014-04-16",1846.01001,1862.310059,1846.01001,1862.310059,1862.310059,3155080000,1852.640015,1872.430054,1852.380005,1872.180054,1872.180054,3308650000,1869.625,1849.3250125,0.989142214347797
"2014-05-14",1897.130005,1897.130005,1885.77002,1888.530029,1888.530029,2822060000,"2014-05-21","2014-05-28",1911.77002,1914.459961,1907.300049,1909.780029,1909.780029,2976450000,1873.339966,1888.800049,1873.339966,1888.030029,1888.030029,2777140000,1885.2349855,1892.554993,1.00388280906959
"2014-07-02",1973.060059,1976.670044,1972.579956,1974.619995,1974.619995,2851480000,"2014-07-09","2014-07-16",1976.349976,1983.939941,1975.670044,1981.569946,1981.569946,3390950000,1965.099976,1974.150024,1965.099976,1972.829956,1972.829956,2858800000,1969.0800175,1970.724976,1.00083539444074
"2014-08-13",1935.599976,1948.410034,1935.599976,1946.719971,1946.719971,2718020000,"2014-08-20","2014-08-27",2000.540039,2002.140015,1996.199951,2000.119995,2000.119995,2344350000,1980.459961,1988.569946,1977.680054,1986.51001,1986.51001,2579560000,1958.0299685,1990.5,1.01658301048624
"2014-10-01",1971.439941,1971.439941,1941.719971,1946.160034,1946.160034,4188590000,"2014-10-08","2014-10-15",1874.180054,1874.180054,1820.660034,1862.48999,1862.48999,6090800000,1935.550049,1970.359985,1925.25,1968.890015,1968.890015,4441890000,1953.494995,1904.8650515,0.975106184748633
"2014-11-12",2037.75,2040.329956,2031.949951,2038.25,2038.25,3246650000,"2014-11-19","2014-11-26",2067.360107,2073.290039,2066.620117,2072.830078,2072.830078,2745260000,2051.159912,2052.139893,2040.369995,2048.719971,2048.719971,3390850000,2044.454956,2059.2600095,1.00724156502277
"2014-12-31",2082.110107,2085.580078,2057.939941,2058.899902,2058.899902,2606070000,"2015-01-07","2015-01-14",2018.400024,2018.400024,1988.439941,2011.27002,2011.27002,4378680000,2005.550049,2029.609985,2005.550049,2025.900024,2025.900024,3805480000,2043.830078,2011.9750365,0.984414046038909
"2015-02-11",2068.550049,2073.47998,2057.98999,2068.530029,2068.530029,3596860000,"2015-02-18","2015-02-25",2115.300049,2119.590088,2109.889893,2113.860107,2113.860107,3312340000,2099.159912,2100.22998,2092.149902,2099.679932,2099.679932,3370020000,2083.8549805,2107.2299805,1.01121719132029
"2015-04-01",2067.629883,2067.629883,2048.379883,2059.689941,2059.689941,3543270000,"2015-04-08","2015-04-15",2097.820068,2111.909912,2097.820068,2106.629883,2106.629883,4013760000,2076.939941,2086.689941,2073.300049,2081.899902,2081.899902,3265330000,2072.284912,2087.3800045,1.00728427467313
"2015-05-13",2099.620117,2110.189941,2096.040039,2098.47998,2098.47998,3374260000,"2015-05-20","2015-05-27",2105.129883,2126.219971,2105.129883,2123.47998,2123.47998,3127960000,2127.790039,2134.719971,2122.590088,2125.850098,2125.850098,3025880000,2113.705078,2116.459961,1.00130334313366
"2015-07-01",2067,2082.780029,2067,2077.419922,2077.419922,3727260000,"2015-07-08","2015-07-15",2109.01001,2114.139893,2102.48999,2107.399902,2107.399902,3261810000,2077.659912,2077.659912,2044.660034,2046.680054,2046.680054,3608780000,2072.329956,2093.334961,1.01013593657669
"2015-08-12",2081.100098,2089.060059,2052.090088,2086.050049,2086.050049,4269130000,"2015-08-19","2015-08-26",1872.75,1943.089966,1872.75,1940.51001,1940.51001,5338250000,2095.689941,2096.169922,2070.530029,2079.610107,2079.610107,3512920000,2088.3950195,1984.2199705,0.950117172265168
"2015-10-01",1919.650024,1927.209961,1900.699951,1923.819946,1923.819946,3983600000,"2015-10-08","2015-10-15",1996.469971,2024.150024,1996.469971,2023.859985,2023.859985,3746290000,1994.01001,2016.5,1987.530029,2013.430054,2013.430054,3939140000,1956.830017,1995.2399905,1.01962867145655
"2015-11-11",2083.409912,2086.939941,2074.850098,2075,2075,3692410000,"2015-11-18","2015-11-25",2089.300049,2093,2086.300049,2088.870117,2088.870117,2852940000,2051.98999,2085.310059,2051.98999,2083.580078,2083.580078,3926390000,2067.699951,2070.6450195,1.00142432101842
"2015-12-30",2077.340088,2077.340088,2061.969971,2063.360107,2063.360107,2367430000,"2016-01-06","2016-01-13",1940.339966,1950.329956,1886.410034,1890.280029,1890.280029,5087030000,2011.709961,2011.709961,1979.050049,1990.26001,1990.26001,4336660000,2044.5250245,1976.0249635,0.96649585591805
"2016-02-10",1857.099976,1881.599976,1850.319946,1851.859985,1851.859985,4471170000,"2016-02-17","2016-02-24",1917.560059,1932.079956,1891,1929.800049,1929.800049,4317250000,1898.800049,1930.680054,1898.800049,1926.819946,1926.819946,5011540000,1877.9500125,1908.180054,1.01609736217619
"2016-03-30",2058.27002,2072.209961,2058.27002,2063.949951,2063.949951,3590310000,"2016-04-06","2016-04-13",2065.919922,2083.179932,2065.919922,2082.419922,2082.419922,4191830000,2045.560059,2067.330078,2043.089966,2066.659912,2066.659912,3750800000,2051.9150395,2055.7399905,1.00186408838883
"2016-05-11",2083.290039,2083.290039,2064.459961,2064.459961,2064.459961,3821980000,"2016-05-18","2016-05-25",2078.929932,2094.72998,2078.929932,2090.540039,2090.540039,3859160000,2044.380005,2060.610107,2034.48999,2047.630005,2047.630005,4101320000,2063.835022,2061.6549685,0.99894368809679
"2016-06-29",2042.689941,2073.129883,2042.689941,2070.77002,2070.77002,4241740000,"2016-07-06","2016-07-13",2153.810059,2156.449951,2146.209961,2152.429932,2152.429932,3502320000,2084.429932,2100.719971,2074.02002,2099.72998,2099.72998,3909380000,2063.5599365,2119.1199955,1.02692437375686
"2016-08-10",2182.810059,2183.409912,2172,2175.48999,2175.48999,3254950000,"2016-08-17","2016-08-24",2185.090088,2186.659912,2171.25,2175.439941,2175.439941,3148280000,2177.840088,2183.080078,2168.5,2182.219971,2182.219971,3388910000,2180.3250735,2181.465088,1.00052286446359
"2016-10-05",2155.149902,2163.949951,2155.149902,2159.72998,2159.72998,3883710000,"2016-10-12","2016-10-19",2140.810059,2148.439941,2138.149902,2144.290039,2144.290039,3364990000,2137.669922,2145.360107,2132.77002,2139.179932,2139.179932,2959510000,2146.409912,2139.2399905,0.996659574920934
"2016-11-16",2177.530029,2179.219971,2172.199951,2176.939941,2176.939941,3847900000,"2016-11-23","2016-11-30",2204.969971,2214.100098,2198.810059,2198.810059,2198.810059,5538400000,2198.550049,2204.719971,2194.51001,2204.719971,2204.719971,3419850000,2188.040039,2201.76001,1.00627043872848
"2016-12-28",2270.22998,2271.310059,2249.110107,2249.919922,2249.919922,2402750000,"2017-01-04","2017-01-11",2268.600098,2275.320068,2260.830078,2275.320068,2275.320068,3625080000,2261.600098,2272.820068,2261.600098,2270.75,2270.75,3768890000,2265.915039,2265.100098,0.999640347945102
"2017-02-15",2335.580078,2351.300049,2334.810059,2349.25,2349.25,3785870000,"2017-02-22","2017-03-01",2380.129883,2400.97998,2380.129883,2395.959961,2395.959961,4347630000,2361.110107,2365.129883,2358.340088,2362.820068,2362.820068,3473170000,2348.3450925,2370.619995,1.00948536165794
"2017-03-29",2356.540039,2363.360107,2352.939941,2361.129883,2361.129883,3107670000,"2017-04-05","2017-04-12",2352.149902,2352.719971,2341.179932,2344.929932,2344.929932,3201300000,2366.590088,2378.360107,2350.52002,2352.949951,2352.949951,3780650000,2361.5650635,2359.369995,0.999070502636609
"2017-05-17",2382.949951,2384.870117,2356.209961,2357.030029,2357.030029,4164760000,"2017-05-24","2017-05-31",2415.629883,2415.98999,2403.590088,2411.800049,2411.800049,4518040000,2401.409912,2405.580078,2397.98999,2404.389893,2404.389893,3389240000,2392.1799315,2408.5198975,1.00683057565396
"2017-06-28",2428.699951,2442.969971,2428.02002,2440.689941,2440.689941,3479980000,"2017-07-05","2017-07-12",2435.75,2445.76001,2435.75,2443.25,2443.25,3176900000,2430.780029,2434.899902,2422.050049,2432.540039,2432.540039,3368150000,2429.73999,2433.2650145,1.00145078259999
"2017-08-09",2465.350098,2474.409912,2462.080078,2474.02002,2474.02002,3310960000,"2017-08-16","2017-08-23",2444.879883,2448.909912,2441.419922,2444.040039,2444.040039,2796950000,2468.629883,2474.929932,2463.860107,2468.110107,2468.110107,2956570000,2466.9899905,2456.754883,0.995851175910963
"2017-10-04",2533.47998,2540.530029,2531.800049,2537.73999,2537.73999,3020770000,"2017-10-11","2017-10-18",2562.870117,2564.110107,2559.669922,2561.26001,2561.26001,2999320000,2550.620117,2555.23999,2547.949951,2555.23999,2555.23999,2991320000,2542.0500485,2556.745117,1.00578079432727
"2017-11-15",2569.449951,2572.840088,2557.449951,2564.620117,2564.620117,3586590000,"2017-11-22","2017-11-29",2627.820068,2634.889893,2620.320068,2626.070068,2626.070068,4090630000,2600.310059,2600.939941,2595.22998,2597.080078,2597.080078,2764110000,2584.880005,2614.0650635,1.01129068213749
"2017-12-27",2682.100098,2685.639893,2678.909912,2682.620117,2682.620117,2202900000,"2018-01-03","2018-01-10",2745.550049,2750.800049,2736.060059,2748.22998,2748.22998,3579900000,2697.850098,2714.370117,2697.77002,2713.060059,2713.060059,3544030000,2689.975098,2721.7000735,1.01179378036755
"2018-02-14",2651.209961,2702.100098,2648.870117,2698.629883,2698.629883,4011940000,"2018-02-21","2018-02-28",2753.780029,2761.52002,2713.540039,2713.830078,2713.830078,4244570000,2720.530029,2747.75,2701.290039,2701.330078,2701.330078,3789040000,2685.869995,2737.155029,1.0190943843505
"2018-04-04",2584.040039,2649.860107,2573.610107,2644.689941,2644.689941,3369230000,"2018-04-11","2018-04-18",2710.110107,2717.48999,2703.629883,2708.639893,2708.639893,3412030000,2643.889893,2661.429932,2639.25,2642.189941,2642.189941,3054520000,2613.964966,2677,1.02411472028887
"2018-05-16",2712.620117,2727.76001,2712.169922,2722.459961,2722.459961,3248480000,"2018-05-23","2018-05-30",2702.429932,2729.340088,2702.429932,2724.01001,2724.01001,3566490000,2713.97998,2733.330078,2709.540039,2733.290039,2733.290039,3333160000,2713.3000485,2708.204956,0.998122178745835
"2018-06-28",2698.689941,2724.340088,2691.98999,2716.310059,2716.310059,3461100000,"2018-07-05","2018-07-12",2783.139893,2799.219971,2781.530029,2798.290039,2798.290039,2834230000,2724.189941,2737.830078,2716.02002,2736.610107,2736.610107,2980160000,2711.439941,2753.664917,1.01557289739725
"2018-08-15",2827.949951,2827.949951,2802.48999,2818.370117,2818.370117,3656680000,"2018-08-22","2018-08-29",2900.620117,2916.5,2898.399902,2914.040039,2914.040039,2805520000,2860.98999,2867.540039,2856.050049,2861.820068,2861.820068,2701250000,2844.4699705,2880.8050535,1.01277393798382
"2018-10-10",2873.899902,2874.02002,2784.860107,2785.679932,2785.679932,4554260000,"2018-10-17","2018-10-24",2737.870117,2742.590088,2651.889893,2656.100098,2656.100098,4738670000,2811.669922,2816.939941,2781.810059,2809.209961,2809.209961,3347090000,2842.784912,2774.7700195,0.976074555548366
"2019-01-02",2476.959961,2519.48999,2467.469971,2510.030029,2510.030029,3733160000,"2019-01-09","2019-01-16",2614.75,2625.76001,2612.679932,2616.100098,2616.100098,3882180000,2580,2595.320068,2568.889893,2584.959961,2584.959961,4088740000,2528.4799805,2597.375,1.02724760331556
"2019-02-13",2750.300049,2761.850098,2748.629883,2753.030029,2753.030029,3684910000,"2019-02-20","2019-02-27",2787.5,2795.76001,2775.129883,2792.379883,2792.379883,3771790000,2779.050049,2789.879883,2774.060059,2784.699951,2784.699951,3904830000,2764.675049,2783.2750245,1.00672772574366
"2019-04-03",2876.090088,2885.25,2865.169922,2873.399902,2873.399902,3.57e+09,"2019-04-10","2019-04-17",2916.040039,2918,2895.449951,2900.449951,2900.449951,3648100000,2881.370117,2889.709961,2879.129883,2888.209961,2888.209961,3092230000,2878.7301025,2898.705078,1.00693881495964
"2019-05-15",2820.379883,2858.679932,2815.080078,2850.959961,2850.959961,3140900000,"2019-05-22","2019-05-29",2790.25,2792.030029,2766.060059,2783.02002,2783.02002,3701110000,2856.060059,2865.469971,2851.110107,2856.27002,2856.27002,3.194e+09,2838.219971,2823.1550295,0.994692116307429
"2019-07-03",2978.080078,2995.840088,2977.959961,2995.820068,2995.820068,1963570000,"2019-07-10","2019-07-17",3005.100098,3005.26001,2984.25,2984.419922,2984.419922,3185650000,2989.300049,3002.97998,2984.620117,2993.070068,2993.070068,3157800000,2983.6900635,2997.2000735,1.00452795354493
"2019-08-14",2894.149902,2894.149902,2839.639893,2840.600098,2840.600098,4325150000,"2019-08-21","2019-08-28",2861.280029,2890.030029,2853.050049,2887.939941,2887.939941,3102480000,2922.040039,2928.72998,2917.909912,2924.429932,2924.429932,3016540000,2908.0949705,2891.660034,0.99434855578421
"2019-10-02",2924.780029,2924.780029,2874.929932,2887.610107,2887.610107,3914180000,"2019-10-09","2019-10-16",2989.679932,2997.540039,2985.199951,2989.689941,2989.689941,3230320000,2911.100098,2929.320068,2907.409912,2919.399902,2919.399902,2735350000,2917.9400635,2950.390015,1.01112084237298
"2019-11-13",3084.179932,3098.060059,3078.800049,3094.040039,3094.040039,3513720000,"2019-11-20","2019-11-27",3145.48999,3154.26001,3143.409912,3153.629883,3153.629883,3035470000,3114.659912,3118.969971,3091.409912,3108.459961,3108.459961,4041010000,3099.419922,3130.074951,1.00989056977482
"2019-12-27",3247.22998,3247.929932,3234.370117,3240.02002,3240.02002,2429150000,"2020-01-03","2020-01-10",3281.810059,3282.98999,3260.860107,3265.350098,3265.350098,3214580000,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3484700000,3236.7950435,3254.085083,1.00534171588489
"2020-02-12",3370.5,3381.469971,3369.719971,3379.449951,3379.449951,3930910000,"2020-02-19","2020-02-26",3139.899902,3182.51001,3108.98999,3116.389893,3116.389893,5484650000,3380.389893,3393.52002,3378.830078,3386.149902,3386.149902,3614200000,3375.4449465,3260.1448975,0.965841525835119
"2020-04-01",2498.080078,2522.75,2447.48999,2470.5,2470.5,5.964e+09,"2020-04-08","2020-04-15",2795.639893,2801.879883,2761.540039,2783.360107,2783.360107,5.208e+09,2685,2760.75,2663.300049,2749.97998,2749.97998,5875710000,2591.540039,2740.3199465,1.05740984328276
"2020-05-13",2865.860107,2874.139893,2793.149902,2820,2820,6151650000,"2020-05-20","2020-05-27",3015.649902,3036.25,2969.75,3036.129883,3036.129883,6.398e+09,2953.629883,2980.290039,2953.629883,2971.610107,2971.610107,5005380000,2909.744995,2984.6398925,1.02573933373155
"2020-06-24",3114.399902,3115.01001,3032.129883,3050.330078,3050.330078,5597680000,"2020-07-01","2020-07-08",3153.070068,3171.800049,3136.530029,3169.939941,3169.939941,4937310000,3105.919922,3128.439941,3101.169922,3115.860107,3115.860107,4449230000,3110.159912,3129.494995,1.00621674883192
"2020-08-12",3355.459961,3387.889893,3355.459961,3380.350098,3380.350098,3772250000,"2020-08-19","2020-08-26",3449.969971,3481.070068,3444.149902,3478.72998,3478.72998,3780530000,3392.51001,3399.540039,3369.659912,3374.850098,3374.850098,3679480000,3373.9849855,3421.2399905,1.01400569510626
"2020-09-30",3341.209961,3393.560059,3340.469971,3363,3363,4738640000,"2020-10-07","2020-10-14",3515.469971,3527.939941,3480.550049,3488.669922,3488.669922,3858510000,3384.560059,3426.26001,3384.560059,3419.439941,3419.439941,3814750000,3362.88501,3450.015015,1.02590930250095
"2020-11-18",3612.090088,3619.090088,3567.330078,3567.790039,3567.790039,5284810000,"2020-11-25","2020-12-02",3653.780029,3670.959961,3644.840088,3669.01001,3669.01001,5041250000,3635.5,3635.5,3617.76001,3629.649902,3629.649902,4910440000,3623.795044,3644.6400145,1.00575224874666
"2020-12-30",3736.189941,3744.629883,3730.209961,3732.040039,3732.040039,3154850000,"2021-01-06","2021-01-13",3802.22998,3820.959961,3791.5,3809.840088,3809.840088,4602510000,3712.199951,3783.040039,3705.340088,3748.139893,3748.139893,6064110000,3724.194946,3757.2149655,1.00886635097754
"2021-02-10",3920.780029,3931.5,3884.939941,3909.879883,3909.879883,4837070000,"2021-02-17","2021-02-24",3873.709961,3928.649902,3859.600098,3925.429932,3925.429932,6012790000,3918.5,3933.610107,3900.429932,3931.330078,3931.330078,4730650000,3919.6400145,3896.1049805,0.993995613394869
"2021-03-31",3967.25,3994.409912,3966.97998,3972.889893,3972.889893,4578050000,"2021-04-07","2021-04-14",4141.580078,4151.689941,4120.870117,4124.660156,4124.660156,3985350000,4074.290039,4083.129883,4068.310059,4079.949951,4079.949951,4120810000,4020.7700195,4107.9350585,1.02167869303075
"2021-05-12",4130.549805,4134.72998,4056.879883,4063.040039,4063.040039,4733070000,"2021-05-19","2021-05-26",4191.589844,4202.609863,4184.109863,4195.990234,4195.990234,4420890000,4098.450195,4116.930176,4061.409912,4115.680176,4115.680176,4247450000,4114.5,4145.0200195,1.00741767395795
"2021-06-30",4290.649902,4302.430176,4287.959961,4297.5,4297.5,4266040000,"2021-07-07","2021-07-14",4380.109863,4393.680176,4362.359863,4374.299805,4374.299805,4006370000,4351.009766,4361.879883,4329.790039,4358.129883,4358.129883,4037380000,4320.829834,4365.5598145,1.01035217359129
"2021-11-17",4701.5,4701.5,4684.410156,4688.669922,4688.669922,3969070000,"2021-11-24","2021-12-01",4602.819824,4652.939941,4510.27002,4513.040039,4513.040039,5366730000,4675.779785,4702.870117,4659.890137,4701.459961,4701.459961,3418430000,4688.6398925,4639.2998045,0.989476673591648
"2021-12-29",4788.640137,4804.060059,4778.080078,4793.060059,4793.060059,2963310000,"2022-01-05","2022-01-12",4728.589844,4748.830078,4706.709961,4726.350098,4726.350098,4048220000,4787.990234,4797.700195,4699.439941,4700.580078,4700.580078,4887960000,4788.3151855,4758.290039,0.993729496631525
"2022-02-09",4547,4590.029785,4547,4587.180176,4587.180176,4524350000,"2022-02-16","2022-02-23",4324.930176,4341.509766,4221.509766,4225.5,4225.5,4797430000,4455.75,4489.549805,4429.680176,4475.009766,4475.009766,4283640000,4501.375,4390.340088,0.975333112215712
"2022-03-30",4624.200195,4627.77002,4581.319824,4602.450195,4602.450195,4385570000,"2022-04-06","2022-04-13",4394.299805,4453.919922,4392.700195,4446.589844,4446.589844,3828150000,4494.169922,4503.939941,4450.040039,4481.149902,4481.149902,4986830000,4559.1850585,4444.2348635,0.974787117977216
